# 20230428T1139
sample_num	sample	read_type	source	cell	project_phase	data_production	HHU_complete	sin
23	HG03683	ONT	UW	20230223_HG03683_UL_eee-prom1-3E-PAM43089_guppy-5.0.11-sup-prom_fastq_pass	Yr1,Yr3	complete	yes	SIN:03683
24	HG03065	HiFi	JAX	JAX_HiFi_HG03065_m64039_220123_061725	Yr1,Yr3	incomplete	no	SIN:03065
24	HG03065	HiFi	JAX	JAX_HiFi_HG03065_m64119_220116_090326	Yr1,Yr3	incomplete	no	SIN:03065
24	HG03065	HiFi	JAX	JAX_HiFi_HG03065_m64119_220121_210303	Yr1,Yr3	incomplete	no	SIN:03065
24	HG03065	ONT	JAX	20220322_220316_21-lee-006_PC24B149_2F	Yr1,Yr3	incomplete	no	SIN:03065
24	HG03065	ONT	JAX	20220329_220323_21-lee-006_PC24B149_2G	Yr1,Yr3	incomplete	no	SIN:03065
25	NA18534	HiFi	JAX	JAX_HiFi_NA18534_m64039_220124_154343	Yr1,Yr3	incomplete	no	SIN:18534
25	NA18534	HiFi	JAX	JAX_HiFi_NA18534_m64119_220117_195935	Yr1,Yr3	incomplete	no	SIN:18534
25	NA18534	HiFi	JAX	JAX_HiFi_NA18534_m64119_220124_155829	Yr1,Yr3	incomplete	no	SIN:18534
25	NA18534	ONT	JAX	20220223_220216_21-lee-006_PC24B149_2F	Yr1,Yr3	incomplete	no	SIN:18534
25	NA18534	ONT	JAX	20220228_220223_21-lee-006_PC24B149_2F	Yr1,Yr3	incomplete	no	SIN:18534
26	HG01505	HiFi	JAX	JAX_HiFi_HG01505_m64039_220227_171917	Yr1,Yr3	complete	yes	SIN:01505
26	HG01505	HiFi	JAX	JAX_HiFi_HG01505_m64119_220223_062343	Yr1,Yr3	complete	yes	SIN:01505
26	HG01505	HiFi	JAX	JAX_HiFi_HG01505_m64119_220302_072750	Yr1,Yr3	complete	yes	SIN:01505
26	HG01505	ONT	JAX	20220405_220329_21-lee-006_PC24B149_3F	Yr1,Yr3	complete	yes	SIN:01505
26	HG01505	ONT	JAX	20220408_220405_21-lee-006_PC24B149_3F	Yr1,Yr3	complete	yes	SIN:01505
26	HG01505	ONT	JAX	20220408_220406_21-lee-006_PC24B149_1F	Yr1,Yr3	complete	yes	SIN:01505
26	HG01505	ONT	JAX	20220412_220407_21-lee-006_PC24B149_1F	Yr1,Yr3	complete	yes	SIN:01505
27	NA19650	HiFi	JAX	JAX_HiFi_NA19650_m64039_220108_102842	Yr1,Yr3	incomplete	no	SIN:19650
27	NA19650	HiFi	JAX	JAX_HiFi_NA19650_m64119_211228_031859	Yr1,Yr3	incomplete	no	SIN:19650
27	NA19650	HiFi	JAX	JAX_HiFi_NA19650_m64119_220109_051040	Yr1,Yr3	incomplete	no	SIN:19650
27	NA19650	ONT	JAX	20220215_220209_21-lee-006_PC24B149_2G	Yr1,Yr3	incomplete	no	SIN:19650
27	NA19650	ONT	JAX	20220220_220216_21-lee-006_PC24B149_1E	Yr1,Yr3	incomplete	no	SIN:19650
27	NA19650	ONT	JAX	20220223_220218_21-lee-006_PC24B149_1E	Yr1,Yr3	incomplete	no	SIN:19650
28	NA18939	HiFi	UW	m54329U_220222_004435	Yr1,Yr3	incomplete	no	SIN:18939
28	NA18939	HiFi	UW	m64076_220402_104632	Yr1,Yr3	incomplete	no	SIN:18939
28	NA18939	HiFi	UW	m64076_220403_214315	Yr1,Yr3	incomplete	no	SIN:18939
28	NA18939	HiFi	UW	m64076_220405_084052	Yr1,Yr3	incomplete	no	SIN:18939
29	HG00864	HiFi	UW	m64076_220206_113231	Yr1,Yr3	incomplete	no	SIN:00864
29	HG00864	HiFi	UW	m64076_220212_235702	Yr1,Yr3	incomplete	no	SIN:00864
29	HG00864	HiFi	UW	m64076_220214_105131	Yr1,Yr3	incomplete	no	SIN:00864
30	NA20847	HiFi	UW	m64076_220202_232805	Yr1,Yr3	incomplete	no	SIN:20847
30	NA20847	HiFi	UW	m64076_220205_003337	Yr1,Yr3	incomplete	no	SIN:20847
30	NA20847	HiFi	UW	m64076_220207_222645	Yr1,Yr3	incomplete	no	SIN:20847
31	NA20509	HiFi	JAX	JAX_HiFi_NA20509_m64039_220219_181334	Yr1,Yr3	incomplete	no	SIN:20509
31	NA20509	HiFi	JAX	JAX_HiFi_NA20509_m64039_220301_041619	Yr1,Yr3	incomplete	no	SIN:20509
31	NA20509	HiFi	JAX	JAX_HiFi_NA20509_m64119_220204_203221	Yr1,Yr3	incomplete	no	SIN:20509
31	NA20509	HiFi	JAX	JAX_HiFi_NA20509_m64119_220211_173309	Yr1,Yr3	incomplete	no	SIN:20509
31	NA20509	ONT	JAX	20220408_220405_21-lee-006_PC24B149_3C	Yr1,Yr3	incomplete	no	SIN:20509
31	NA20509	ONT	JAX	20220412_220407_21-lee-006_PC24B149_3C	Yr1,Yr3	incomplete	no	SIN:20509
31	NA20509	ONT	JAX	20220419_220412_21lee-006_PC24B149_1D	Yr1,Yr3	incomplete	no	SIN:20509
32	HG00096	HiFi	JAX	JAX_HiFi_HG00096_m64039_220211_040031	Yr1,Yr3	incomplete	no	SIN:00096
32	HG00096	HiFi	JAX	JAX_HiFi_HG00096_m64039_220218_071556	Yr1,Yr3	incomplete	no	SIN:00096
32	HG00096	HiFi	JAX	JAX_HiFi_HG00096_m64119_220224_171953	Yr1,Yr3	incomplete	no	SIN:00096
32	HG00096	ONT	JAX	20220405_220329_21-lee-006_PC24B149_3D	Yr1,Yr3	incomplete	no	SIN:00096
32	HG00096	ONT	JAX	20220408_220405_21-lee-006_PC24B149_2D	Yr1,Yr3	incomplete	no	SIN:00096
32	HG00096	ONT	JAX	20220412_220407_21-lee-006_PC24B149_2D	Yr1,Yr3	incomplete	no	SIN:00096
33	HG01596	HiFi	JAX	JAX_HiFi_HG01596_m64039_220216_202046	Yr1,Yr3	incomplete	no	SIN:01596
33	HG01596	HiFi	JAX	JAX_HiFi_HG01596_m64119_220209_052029	Yr1,Yr3	incomplete	no	SIN:01596
33	HG01596	HiFi	JAX	JAX_HiFi_HG01596_m64119_220214_210708	Yr1,Yr3	incomplete	no	SIN:01596
33	HG01596	ONT	JAX	20220510_220504_21-lee-006_PC24B149-2E	Yr1,Yr3	incomplete	no	SIN:01596
33	HG01596	ONT	JAX	20220511_220506_21-lee-006_PC24B149_2D	Yr1,Yr3	incomplete	no	SIN:01596
33	HG01596	ONT	JAX	20220515_220510_21-lee-006_PC24B149_2E	Yr1,Yr3	incomplete	no	SIN:01596
33	HG01596	ONT	JAX	20220518_220512_21-lee-006_PC24B149_3C	Yr1,Yr3	incomplete	no	SIN:01596
34	NA24385	HiFi	PRJNA586863	m64011_190830_220126	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA586863	m64011_190901_095311	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA586863	m64012_190920_173625	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA586863	m64012_190921_234837	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA731524	m54329U_201103_231616	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA731524	m64076_201013_225902	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA731524	m64076_201016_191536	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA731524	m64076_210309_014547	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA731524	m64076_210310_104300	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA813010	m64004_210224_230828	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA813010	m64014_210227_165255	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA813010	m64015e_210223_010616	Yr1_Extension	external	yes	SIN:24385
34	NA24385	HiFi	PRJNA813010	m64015e_210224_100310	Yr1_Extension	external	yes	SIN:24385
34	NA24385	ONT	EEEext	20190125_UL_ext-prom1-1-E5-H5-PAD29338_guppy-5	Yr1_Extension	external	yes	SIN:24385
34	NA24385	ONT	EEEext	20190127_UL_ext-prom1-1-A9-D9-PAD28937_guppy-5	Yr1_Extension	external	yes	SIN:24385
34	NA24385	ONT	EEEext	20190128_UL_ext-prom1-1-A9-D9-PAD28937_guppy-5	Yr1_Extension	external	yes	SIN:24385
34	NA24385	ONT	EEEext	20190128_UL_ext-prom1-1-E9-H9-PAD28926_guppy-5	Yr1_Extension	external	yes	SIN:24385
34	NA24385	ONT	EEEext	20190129_UL_ext-prom1-1-A9-D9-PAD28937_guppy-5	Yr1_Extension	external	yes	SIN:24385
34	NA24385	ONT	EEEext	20190129_UL_ext-prom1-1-E9-H9-PAD28926_guppy-5	Yr1_Extension	external	yes	SIN:24385
36	HG02818	ONT	UW	HG02818_20210609_STD_eee-prom1-2E-PAG74325_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
36	HG02818	ONT	UW	HG02818_20210615_STD_eee-prom1-1F-PAG74325_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
36	HG02818	ONT	UW	HG02818_20210616_STD_eee-prom1-1F-PAG74325_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
36	HG02818	ONT	UW	HG02818_20210713_UL_eee-prom1-2B-PAH36289_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
36	HG02818	ONT	UW	HG02818_20210810_UL_eee-prom1-2C-PAH40179_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
36	HG02818	ONT	UW	HG02818_20210908_UL_eee-prom1-2E-PAH61807_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
36	HG02818	ONT	UW	HG02818_20211109_UL_eee-prom1-1C-PAI19866_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
36	HG02818	ONT	UW	HG02818_20211109_UL_eee-prom1-1D-PAI18279_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
36	HG02818	ONT	UW	HG02818_20211110_UL_eee-prom1-2A-PAI18607_guppy-5.0.11-sup-prom_fastq_pass	Yr1_Extension	complete	yes	SIN:02818
39	HG01352	HiFi	UW	m54329U_200819_192918	Yr2	complete	yes	SIN:01352
39	HG01352	HiFi	UW	m54329U_200824_191532	Yr2	complete	yes	SIN:01352
39	HG01352	HiFi	UW	m54329U_200826_013039	Yr2	complete	yes	SIN:01352
39	HG01352	HiFi	UW	m54329U_210320_235902	Yr2	complete	yes	SIN:01352
39	HG01352	HiFi	UW	m54329U_210330_183359	Yr2	complete	yes	SIN:01352
39	HG01352	HiFi	UW	m64076_210321_010456	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210803_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210804_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210805_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210817_UL_eee-prom1-1A-PAH35732_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210817_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210819_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210831_UL_eee-prom1-3D-PAH62033_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210902_UL_eee-prom1-3D-PAH62033_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210915_UL_eee-prom1-3A-PAH79870_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210917_UL_eee-prom1-3A-PAH79870_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20210928_UL_eee-prom1-3A-PAH79825_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
39	HG01352	ONT	UW	HG01352_20211102_UL_eee-prom1-1A-PAI18864_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:01352
40	HG02059	HiFi	UW	m54329U_210430_224654	Yr2	complete	yes	SIN:02059
40	HG02059	HiFi	UW	m54329U_210505_001822	Yr2	complete	yes	SIN:02059
40	HG02059	HiFi	UW	m64076_200818_185305	Yr2	complete	yes	SIN:02059
40	HG02059	HiFi	UW	m64076_200821_215706	Yr2	complete	yes	SIN:02059
40	HG02059	HiFi	UW	m64076_200823_041159	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20210817_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20210817_UL_eee-prom1-1D-PAH40455_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20210819_UL_eee-prom1-1B-PAH34460_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20210908_UL_eee-prom1-2F-PAH61827_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20210913_UL_eee-prom1-1A-PAH61827_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20210922_UL_eee-prom1-2A-PAH80144_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20211102-2_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20211102_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20211103_UL_eee-prom1-1B-PAI18840-2_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20211103_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20211104_UL_eee-prom1-1B-PAI18840_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
40	HG02059	ONT	UW	HG02059_20211109_UL_eee-prom1-1B-PAI18586_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02059
41	GM19434	HiFi	UMIGS	EDEVI_20210820_S64049_PL100192554-1_B01	Yr2	complete	yes	SIN:19434
41	GM19434	HiFi	UMIGS	EDEVI_20211130_S64049_PL100216561-1_C01	Yr2	complete	yes	SIN:19434
41	GM19434	HiFi	UMIGS	EDEVI_20211130_S64049_PL100216561-1_D01	Yr2	complete	yes	SIN:19434
41	GM19434	HiFi	UMIGS	EDEVI_20220125_S64049_PL100216561-3_A01	Yr2	complete	yes	SIN:19434
41	GM19434	HiFi	UMIGS	EDEVI_20220125_S64049_PL100216561-3_B01	Yr2	complete	yes	SIN:19434
41	NA19434	ONT	JAX	20211001_210922_21-lee-006_PCT0053_2-A9-D9	Yr2	complete	yes	SIN:19434
41	NA19434	ONT	JAX	20211008_210929_21-lee-006_PCT0053_2-A11-D11	Yr2	complete	yes	SIN:19434
42	HG04217	HiFi	JAX	JAX_HiFi_HG04217_m64039_210119_191818	Yr2	complete	yes	SIN:04217
42	HG04217	HiFi	JAX	JAX_HiFi_HG04217_m64119_210212_015818	Yr2	complete	yes	SIN:04217
42	HG04217	HiFi	JAX	JAX_HiFi_HG04217_m64119_210213_082612	Yr2	complete	yes	SIN:04217
42	HG04217	ONT	JAX	20210903_210825_21-lee-006_PCT0053_2-A9-D9	Yr2	complete	yes	SIN:04217
42	HG04217	ONT	JAX	20210913_210831_21-lee-006_PCT0053_2-A9-D9	Yr2	complete	yes	SIN:04217
43	HG03807	HiFi	JAX	JAX_HiFi_HG03807_m64039_210118_125023	Yr2	complete	yes	SIN:03807
43	HG03807	HiFi	JAX	JAX_HiFi_HG03807_m64119_210124_053806	Yr2	complete	yes	SIN:03807
43	HG03807	HiFi	JAX	JAX_HiFi_HG03807_m64119_210125_120547	Yr2	complete	yes	SIN:03807
43	HG03807	ONT	JAX	20210920_210908_21-lee-006_PCT0053_2-A9-D9	Yr2	complete	yes	SIN:03807
43	HG03807	ONT	JAX	20211019_211006_21-lee-006_PCT0053_2-A5-D5	Yr2	complete	yes	SIN:03807
44	GM19836	HiFi	UMIGS	EDEVI_20210902_S64049_PL100193594-1_F01	Yr2	complete	yes	SIN:19836
44	GM19836	HiFi	UMIGS	EDEVI_20211001_S64018_PL100179097A-1_C01	Yr2	complete	yes	SIN:19836
44	GM19836	HiFi	UMIGS	EDEVI_20211103_S64018_PL100179097A-2_D01	Yr2	complete	yes	SIN:19836
44	GM19836	HiFi	UMIGS	EDEVI_20211122_S64018_PL100179097A-2_B01	Yr2	complete	yes	SIN:19836
44	NA19836	ONT	JAX	20211001_210922_21-lee-006_PCT0053_2-A7-D7	Yr2	complete	yes	SIN:19836
44	NA19836	ONT	JAX	20211102_211020_21-lee-006_PCT0053_2-A9-D9	Yr2	complete	yes	SIN:19836
45	HG02106	HiFi	JAX	JAX_HiFi_HG02106_m64039_210117_062206	Yr2	complete	yes	SIN:02106
45	HG02106	HiFi	JAX	JAX_HiFi_HG02106_m64119_210108_225831	Yr2	complete	yes	SIN:02106
45	HG02106	HiFi	JAX	JAX_HiFi_HG02106_m64119_210122_231012	Yr2	complete	yes	SIN:02106
45	HG02106	HiFi	JAX	JAX_HiFi_HG02106_m64119_210210_174344	Yr2	complete	yes	SIN:02106
45	HG02106	HiFi	JAX	JAX_HiFi_HG02106_m64119_210324_200403	Yr2	complete	yes	SIN:02106
45	HG02106	ONT	JAX	20210920_210908_21-lee-006_PCT0053_2-A1-D1	Yr2	complete	yes	SIN:02106
45	HG02106	ONT	JAX	20210927_210915_21-lee-006_PCT0053_2-A1-D1	Yr2	complete	yes	SIN:02106
46	HG00268	HiFi	JAX	JAX_HiFi_HG00268_m64039_210116_000705	Yr2	complete	yes	SIN:00268
46	HG00268	HiFi	JAX	JAX_HiFi_HG00268_m64119_210113_164007	Yr2	complete	yes	SIN:00268
46	HG00268	HiFi	JAX	JAX_HiFi_HG00268_m64119_210121_165545	Yr2	complete	yes	SIN:00268
46	HG00268	ONT	JAX	20210903_210825_21-lee-006_PCT0053_2-A1-D1	Yr2	complete	yes	SIN:00268
46	HG00268	ONT	JAX	20210913_210831_21-lee-006_PCT0053_2-A1-D1	Yr2	complete	yes	SIN:00268
47	GM20355	HiFi	UW	m54329U_210124_022104	Yr2	complete	yes	SIN:20355
47	GM20355	HiFi	UW	m54329U_210220_055130	Yr2	complete	yes	SIN:20355
47	GM20355	HiFi	UW	m64076_200930_195351	Yr2	complete	yes	SIN:20355
47	GM20355	HiFi	UW	m64076_201002_180938	Yr2	complete	yes	SIN:20355
47	GM20355	HiFi	UW	m64076_201004_002419	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	20220301_GM20355_UL_eee-prom1-1G-PAJ09797_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	20220308_GM20355_UL_eee-prom1-3D-PAJ09168_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211006_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211007_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211008_UL_eee-prom1-3G-PAH80048_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211019_UL_eee-prom1-1A-PAH61837_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211019_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211021_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211130_UL_eee-prom1-2A-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211130_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211202_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211208_UL_eee-prom1-1G-PAI74889_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211208_UL_eee-prom1-1H-PAI74958_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211215_UL_eee-prom1-1F-PAK55502_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211227_UL_eee-prom1-3B-PAJ08036_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20211227_UL_eee-prom1-3C-PAJ09836_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20220104_UL_eee-prom1-1C-PAK51804_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20220104_UL_eee-prom1-2B-PAJ02890_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20220105_UL_eee-prom1-2F-PAJ07922_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20220118_UL_eee-prom1-2B-PAH61789_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20220118_UL_eee-prom1-2C-PAI19294_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20220125_UL_eee-prom1-3A-PAJ07962_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20220125_UL_eee-prom1-3B-PAJ10248_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
47	GM20355	ONT	UW	GM20355_20220125_UL_eee-prom1-3C-PAJ09671_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:20355
48	GM19320	HiFi	UW	m54329U_201019_191314	Yr2	complete	yes	SIN:19320
48	GM19320	HiFi	UW	m54329U_201023_003851	Yr2	complete	yes	SIN:19320
48	GM19320	HiFi	UW	m54329U_201024_070735	Yr2	complete	yes	SIN:19320
48	GM19320	HiFi	UW	m54329U_210225_020106	Yr2	complete	yes	SIN:19320
48	GM19320	ONT	UW	GM19320_20211207_UL_eee-prom1-1A-PAI18617_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19320
48	GM19320	ONT	UW	GM19320_20211207_UL_eee-prom1-1D-PAI74691_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19320
48	GM19320	ONT	UW	GM19320_20211215_UL_eee-prom1-1E-PAK54862_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19320
49	GM19129	HiFi	UW	m54329U_201021_182400	Yr2	complete	yes	SIN:19129
49	GM19129	HiFi	UW	m54329U_210223_194607	Yr2	complete	yes	SIN:19129
49	GM19129	HiFi	UW	m54329U_210507_224951-bc1022_BAK8B_OA	Yr2	complete	yes	SIN:19129
49	GM19129	HiFi	UW	m54329U_210516_043155-bc1022_BAK8B_OA	Yr2	complete	yes	SIN:19129
49	GM19129	HiFi	UW	m64076_201023_184120	Yr2	complete	yes	SIN:19129
49	GM19129	HiFi	UW	m64076_201025_005549	Yr2	complete	yes	SIN:19129
49	GM19129	HiFi	UW	m64076_201026_210420	Yr2	complete	yes	SIN:19129
49	GM19129	HiFi	UW	m64076_210423_190653	Yr2	complete	yes	SIN:19129
49	GM19129	ONT	UW	GM19129_20210915_UL_eee-prom1-3D-PAH94870_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19129
49	GM19129	ONT	UW	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19129
49	GM19129	ONT	UW	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19129
49	GM19129	ONT	UW	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19129
49	GM19129	ONT	UW	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19129
49	GM19129	ONT	UW	GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19129
49	GM19129	ONT	UW	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:19129
50	HG02769	HiFi	UW	m54329U_210122_200631	Yr2	complete	yes	SIN:02769
50	HG02769	HiFi	UW	m54329U_210125_180102	Yr2	complete	yes	SIN:02769
50	HG02769	HiFi	UW	m54329U_210127_001445	Yr2	complete	yes	SIN:02769
50	HG02769	HiFi	UW	m54329U_210221_195419	Yr2	complete	yes	SIN:02769
50	HG02769	ONT	UW	20220315_HG02769_UL_eee-prom1-2F-PAK03888_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02769
50	HG02769	ONT	UW	HG02769_20210825_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02769
50	HG02769	ONT	UW	HG02769_20210826_UL_eee-prom1-2C-PAH62122_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02769
50	HG02769	ONT	UW	HG02769_20210831_UL_eee-prom1-3B-PAH61842_guppy-5.0.11-sup-prom_fastq_pass	Yr2	complete	yes	SIN:02769
