# 20230814T1614
index	sample	cell	alt_id	read_type	data_source	file_source	project	file_rel_path	file_date	file_group	group_date	matched
144	HG00732	20221228_HG00732_UL_eee-prom1-2A-PAG65779_guppy-5.0.11-sup-prom_fastq_pass	20221228_HG00732_UL_eee-prom1-2A-PAG65779_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG00732/20221228_HG00732_UL_eee-prom1-2A-PAG65779_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	b609abb4e84e1406add80fa7e77792b3	2023	1
145	HG00733	m54329U_190607_185248	m54329U_190607_185248	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20190925_PUR_PacBio_HiFi/HG00733_20190925_EEE_m54329U_190607_185248.Q20.fastq.gz	2019	35f38596df6624b80632452883e9a861	2019	1
146	HG00733	m54329U_190615_010947	m54329U_190615_010947	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20190925_PUR_PacBio_HiFi/HG00733_20190925_EEE_m54329U_190615_010947.Q20.fastq.gz	2019	35f38596df6624b80632452883e9a861	2019	1
147	HG00733	m54329U_190617_231905	m54329U_190617_231905	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20190925_PUR_PacBio_HiFi/HG00733_20190925_EEE_m54329U_190617_231905.Q20.fastq.gz	2019	35f38596df6624b80632452883e9a861	2019	1
148	HG00733	m54329U_190619_052546	m54329U_190619_052546	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20190925_PUR_PacBio_HiFi/HG00733_20190925_EEE_m54329U_190619_052546.Q20.fastq.gz	2019	35f38596df6624b80632452883e9a861	2019	1
149	HG00733	m54329U_190629_180018	m54329U_190629_180018	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20190925_PUR_PacBio_HiFi/HG00733_20190925_EEE_m54329U_190629_180018.Q20.fastq.gz	2019	35f38596df6624b80632452883e9a861	2019	1
150	HG00733	m54329U_190701_222759	m54329U_190701_222759	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20190925_PUR_PacBio_HiFi/HG00733_20190925_EEE_m54329U_190701_222759.Q20.fastq.gz	2019	35f38596df6624b80632452883e9a861	2019	1
151	HG00733	m54329U_190827_173812	m54329U_190827_173812	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20190925_PUR_PacBio_HiFi/HG00733_20190925_EEE_m54329U_190827_173812.Q20.fastq.gz	2019	35f38596df6624b80632452883e9a861	2019	1
152	HG00733	m64076_211214_012715	m64076_211214_012715	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00733/m64076_211214_012715.hifi_reads.fastq.gz	2021	9bd797f065897460b5e213bacf1b1660	2023	1
153	HG00733	m64076_211215_225159	m64076_211215_225159	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00733/m64076_211215_225159.hifi_reads.fastq.gz	2021	9bd797f065897460b5e213bacf1b1660	2023	1
154	HG00733	m64076_211217_081943	m64076_211217_081943	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00733/m64076_211217_081943.hifi_reads.fastq.gz	2021	9bd797f065897460b5e213bacf1b1660	2023	1
155	HG00733	m64076_211218_173901	m64076_211218_173901	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00733/m64076_211218_173901.hifi_reads.fastq.gz	2021	9bd797f065897460b5e213bacf1b1660	2023	1
156	HG00733	m64076_211221_015212	m64076_211221_015212	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG00733/m64076_211221_015212.hifi_reads.fastq.gz	2021	9bd797f065897460b5e213bacf1b1660	2023	1
157	HG00733	20220223_220216_21-lee-006_PC24B149_3F	20220223_220216_21-lee-006_PC24B149_3F	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00733/20220223_220216_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	36dd48cb7bbb716edc38d2c1ea5774d6	2021	1
158	HG00733	20220228_220223_21-lee-006_PC24B149_1F	20220228_220223_21-lee-006_PC24B149_1F	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00733/20220228_220223_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	36dd48cb7bbb716edc38d2c1ea5774d6	2021	1
159	HG00733	20220304_220224_21-lee-006_PC24B149_3D	20220304_220224_21-lee-006_PC24B149_3D	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG00733/20220304_220224_21-lee-006_PC24B149_3D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	36dd48cb7bbb716edc38d2c1ea5774d6	2021	1
160	HG00864	m64076_220206_113231	m64076_220206_113231	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/HG00864/m64076_220206_113231.hifi_reads.fastq.gz	2022	a2b09b6c65480e775c042ae16e2485f2	2022	1
161	HG00864	m64076_220212_235702	m64076_220212_235702	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/HG00864/m64076_220212_235702.hifi_reads.fastq.gz	2022	a2b09b6c65480e775c042ae16e2485f2	2022	1
162	HG00864	m64076_220214_105131	m64076_220214_105131	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20220418_UW_HiFi/HG00864/m64076_220214_105131.hifi_reads.fastq.gz	2022	a2b09b6c65480e775c042ae16e2485f2	2022	1
163	HG01114	m64076_220222_003816	m64076_220222_003816	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG01114/m64076_220222_003816.hifi_reads.fastq.gz	2022	2693e63a42fc34ba6d8b4f021bb2f6d9	2023	1
164	HG01114	m64076_220227_232002	m64076_220227_232002	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG01114/m64076_220227_232002.hifi_reads.fastq.gz	2022	2693e63a42fc34ba6d8b4f021bb2f6d9	2023	1
165	HG01114	m64076_220301_101421	m64076_220301_101421	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG01114/m64076_220301_101421.hifi_reads.fastq.gz	2022	2693e63a42fc34ba6d8b4f021bb2f6d9	2023	1
166	HG01114	20221025_HG01114_UL_eee-prom1-1C-PAM78971_guppy-5.0.11-sup-prom_fastq_pass	20221025_HG01114_UL_eee-prom1-1C-PAM78971_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01114/20221025_HG01114_UL_eee-prom1-1C-PAM78971_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	49359555efad73d9a8428e6f9bbcc8e0	2023	1
167	HG01114	20221101_HG01114_UL_eee-prom1-1B-PAM79352_guppy-5.0.11-sup-prom_fastq_pass	20221101_HG01114_UL_eee-prom1-1B-PAM79352_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01114/20221101_HG01114_UL_eee-prom1-1B-PAM79352_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	49359555efad73d9a8428e6f9bbcc8e0	2023	1
168	HG01114	20221102_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass	20221102_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01114/20221102_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	49359555efad73d9a8428e6f9bbcc8e0	2023	1
169	HG01114	20221103_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass	20221103_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01114/20221103_HG01114_UL_eee-prom1-3F-PAK34726_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	49359555efad73d9a8428e6f9bbcc8e0	2023	1
170	HG01114	20221108_HG01114_UL_eee-prom1-3A-PAM79079_guppy-5.0.11-sup-prom_fastq_pass	20221108_HG01114_UL_eee-prom1-3A-PAM79079_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01114/20221108_HG01114_UL_eee-prom1-3A-PAM79079_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	49359555efad73d9a8428e6f9bbcc8e0	2023	1
171	HG01114	20221130_HG01114_UL_eee-prom1-2B-PAG69678_guppy-5.0.11-sup-prom_fastq_pass	20221130_HG01114_UL_eee-prom1-2B-PAG69678_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01114/20221130_HG01114_UL_eee-prom1-2B-PAG69678_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	49359555efad73d9a8428e6f9bbcc8e0	2023	1
172	HG01114	20221206_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass	20221206_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01114/20221206_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	49359555efad73d9a8428e6f9bbcc8e0	2023	1
173	HG01114	20221207_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass	20221207_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01114/20221207_HG01114_UL_eee-prom1-2B-PAG66283_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	49359555efad73d9a8428e6f9bbcc8e0	2023	1
174	HG01352	m54329U_200819_192918	m54329U_200819_192918	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_200819_192918.ccs.fastq.gz	2020	b6651cb82a645a2a910e70e589661b0c	2021	1
175	HG01352	m54329U_200824_191532	m54329U_200824_191532	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_200824_191532.ccs.fastq.gz	2020	b6651cb82a645a2a910e70e589661b0c	2021	1
176	HG01352	m54329U_200826_013039	m54329U_200826_013039	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_200826_013039.ccs.fastq.gz	2020	b6651cb82a645a2a910e70e589661b0c	2021	1
177	HG01352	m54329U_210320_235902	m54329U_210320_235902	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_210320_235902.hifi_reads.fastq.gz	2021	b6651cb82a645a2a910e70e589661b0c	2021	1
178	HG01352	m54329U_210330_183359	m54329U_210330_183359	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/HG01352/m54329U_210330_183359.hifi_reads.fastq.gz	2021	b6651cb82a645a2a910e70e589661b0c	2021	1
179	HG01352	m64076_210321_010456	m64076_210321_010456	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG01352/m64076_210321_010456.hifi_reads.fastq.gz	2021	05bad0edbacb3131f8ba5fb1534cea0d	2023	1
180	HG01352	HG01352_20210803_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210803_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210803_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
181	HG01352	HG01352_20210804_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210804_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210804_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
182	HG01352	HG01352_20210805_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210805_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210805_UL_eee-prom1-3B-PAH34256_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
183	HG01352	HG01352_20210817_UL_eee-prom1-1A-PAH35732_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210817_UL_eee-prom1-1A-PAH35732_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210817_UL_eee-prom1-1A-PAH35732_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
184	HG01352	HG01352_20210817_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210817_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210817_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
185	HG01352	HG01352_20210819_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210819_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210819_UL_eee-prom1-1C-PAH34287_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
186	HG01352	HG01352_20210831_UL_eee-prom1-3D-PAH62033_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210831_UL_eee-prom1-3D-PAH62033_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210831_UL_eee-prom1-3D-PAH62033_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
187	HG01352	HG01352_20210902_UL_eee-prom1-3D-PAH62033_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210902_UL_eee-prom1-3D-PAH62033_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210902_UL_eee-prom1-3D-PAH62033_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
188	HG01352	HG01352_20210915_UL_eee-prom1-3A-PAH79870_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210915_UL_eee-prom1-3A-PAH79870_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210915_UL_eee-prom1-3A-PAH79870_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
189	HG01352	HG01352_20210917_UL_eee-prom1-3A-PAH79870_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210917_UL_eee-prom1-3A-PAH79870_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210917_UL_eee-prom1-3A-PAH79870_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
190	HG01352	HG01352_20210928_UL_eee-prom1-3A-PAH79825_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20210928_UL_eee-prom1-3A-PAH79825_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20210928_UL_eee-prom1-3A-PAH79825_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
191	HG01352	HG01352_20211102_UL_eee-prom1-1A-PAI18864_guppy-5.0.11-sup-prom_fastq_pass	HG01352_20211102_UL_eee-prom1-1A-PAI18864_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/HG01352/HG01352_20211102_UL_eee-prom1-1A-PAI18864_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	cae7dc69544f12b0a8f5e97bc765146f	2023	1
192	HG01457	m64039_210627_040723	JAX_HiFi_HG01457_m64039_210627_040723	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01457/m64039_210627_040723/JAX_HiFi_HG01457_m64039_210627_040723.fastq.gz	2021	15a423ee3fceed54c19d0964e0a94232	2022	1
193	HG01457	m64039_211217_233816	JAX_HiFi_HG01457_m64039_211217_233816	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01457/m64039_211217_233816/JAX_HiFi_HG01457_m64039_211217_233816.fastq.gz	2021	15a423ee3fceed54c19d0964e0a94232	2022	1
194	HG01457	m64119_210701_004527	JAX_HiFi_HG01457_m64119_210701_004527	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01457/m64119_210701_004527/JAX_HiFi_HG01457_m64119_210701_004527.fastq.gz	2021	15a423ee3fceed54c19d0964e0a94232	2022	1
195	HG01457	m64119_210710_045611	JAX_HiFi_HG01457_m64119_210710_045611	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01457/m64119_210710_045611/JAX_HiFi_HG01457_m64119_210710_045611.fastq.gz	2021	15a423ee3fceed54c19d0964e0a94232	2022	1
196	HG01457	m64119_210723_055657	JAX_HiFi_HG01457_m64119_210723_055657	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01457/m64119_210723_055657/JAX_HiFi_HG01457_m64119_210723_055657.fastq.gz	2021	15a423ee3fceed54c19d0964e0a94232	2022	1
197	HG01457	m64119_211210_191732	JAX_HiFi_HG01457_m64119_211210_191732	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01457/m64119_211210_191732/JAX_HiFi_HG01457_m64119_211210_191732.fastq.gz	2021	15a423ee3fceed54c19d0964e0a94232	2022	1
198	HG01457	20210727_210713_21-lee-006_PCT0053_2-A9-D9	20210727_210713_21-lee-006_PCT0053_2-A9-D9	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG01457/20210727_210713_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	4d98479533bc1f8ee519f321af6011ee	2021	1
199	HG01457	20211022_211012_21-lee-006_PCT0053_2-A5-D5	20211022_211012_21-lee-006_PCT0053_2-A5-D5	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG01457/20211022_211012_21-lee-006_PCT0053_2-A5-D5_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	4d98479533bc1f8ee519f321af6011ee	2021	1
200	HG01505	m64039_220227_171917	JAX_HiFi_HG01505_m64039_220227_171917	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01505/m64039_220227_171917/JAX_HiFi_HG01505_m64039_220227_171917.fastq.gz	2022	53949202374129bdebf02f0854d17495	2022	1
201	HG01505	m64119_220223_062343	JAX_HiFi_HG01505_m64119_220223_062343	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01505/m64119_220223_062343/JAX_HiFi_HG01505_m64119_220223_062343.fastq.gz	2022	53949202374129bdebf02f0854d17495	2022	1
202	HG01505	m64119_220302_072750	JAX_HiFi_HG01505_m64119_220302_072750	hifi	HGSVCjax	20230306_hgsvc_hifi_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/pacbio_hifi/20220831_JAX_HiFi/HG01505/m64119_220302_072750/JAX_HiFi_HG01505_m64119_220302_072750.fastq.gz	2022	53949202374129bdebf02f0854d17495	2022	1
203	HG01505	20220405_220329_21-lee-006_PC24B149_3F	20220405_220329_21-lee-006_PC24B149_3F	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG01505/20220405_220329_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	eb1749fea5e51f9af370c95497055536	2021	1
204	HG01505	20220408_220405_21-lee-006_PC24B149_3F	20220408_220405_21-lee-006_PC24B149_3F	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG01505/20220408_220405_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	eb1749fea5e51f9af370c95497055536	2021	1
205	HG01505	20220408_220406_21-lee-006_PC24B149_1F	20220408_220406_21-lee-006_PC24B149_1F	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG01505/20220408_220406_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	eb1749fea5e51f9af370c95497055536	2021	1
206	HG01505	20220412_220407_21-lee-006_PC24B149_1F	20220412_220407_21-lee-006_PC24B149_1F	ont	HGSVCjax	20230306_hgsvc_ont_cell-jax.tsv	HGSVCjax	project-centric/hgsvc/nanopore/20211013_ONT_Rebasecalled/HG01505/20220412_220407_21-lee-006_PC24B149_1F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	eb1749fea5e51f9af370c95497055536	2021	1
207	HG01573	m64076_220316_013247	m64076_220316_013247	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	project-centric/hgsvc/pacbio_hifi/20230512_HGSVC_EEE_HIFI/HG01573/m64076_220316_013247.hifi_reads.fastq.gz	2022	a98d868922bb696d47c3aaa0a6ff48cd	2023	1
